CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,PurchaseSpanDays,WillReturn,AvgDaysBetweenOrders,PurchaseVelocity,IsOneTimeCustomer,MonetaryTrend,MonetaryTrendUnknown
13850,58,1,1595.48,1595.48,93,0,0,0.0,1.0,1,1.0,1
13851,24,3,2651.46,883.82,77,192,0,95.5,0.6666666666666666,0,9.764290354011044,0
13854,17,21,6771.36,322.44571428571425,36,277,1,13.4,0.23809523809523808,0,0.5042641988749773,0
13856,97,3,388.5,129.5,10,34,0,17.0,0.0,0,1.0,1
13859,255,1,201.16,201.16,27,0,0,0.0,0.0,1,0.0,0
13860,15,1,405.88,405.88,24,0,1,0.0,1.0,1,1.0,1
13862,1,7,2089.7,298.5285714285714,93,259,1,42.666666666666664,0.42857142857142855,0,1.3805553509611843,0
13863,176,1,305.78,305.78,20,0,0,0.0,0.0,1,1.0,1
13865,65,3,383.34000000000003,127.78000000000002,23,152,1,76.0,0.3333333333333333,0,0.8176804541768045,0
13866,3,1,145.67000000000002,145.67000000000002,7,0,0,0.0,1.0,1,1.0,1
13867,3,2,592.84,296.42,34,143,1,143.0,0.5,0,1.0,1
13869,52,4,3104.95,776.2375,234,233,0,77.66666666666667,0.25,0,0.9590084292348072,0
13870,30,5,2179.4700000000003,435.89400000000006,82,186,1,46.25,0.4,0,2.355513482712351,0
13871,21,9,4612.64,512.5155555555556,120,216,1,26.625,0.4444444444444444,0,1.766602916567058,0
13873,48,3,389.6,129.86666666666667,21,190,0,94.5,0.3333333333333333,0,1.3108275010292303,0
13874,287,1,540.45,540.45,18,0,0,0.0,0.0,1,0.0,0
13875,62,4,1424.8,356.2,66,167,1,55.333333333333336,0.25,0,0.522057102738123,0
13877,15,1,117.24,117.24,3,0,0,0.0,1.0,1,1.0,1
13880,16,11,2501.02,227.36545454545455,99,279,1,27.6,0.45454545454545453,0,2.285868923440268,0
13881,0,12,9724.18,810.3483333333334,65,240,1,21.454545454545453,0.4166666666666667,0,2.651685459381841,0
13883,147,4,1742.78,435.695,94,34,1,11.333333333333334,0.0,0,1.0,1
13884,18,4,540.5,135.125,41,194,1,64.33333333333333,0.25,0,1.754140127388535,0
13885,118,2,506.8,253.39999999999998,28,11,0,11.0,0.0,0,1.0,1
13886,0,1,243.56,243.56,16,0,0,0.0,1.0,1,1.0,1
13887,133,1,349.55,349.55,19,0,0,0.0,0.0,1,1.0,1
13888,48,2,605.63,302.815,38,98,0,98.0,0.5,0,1.0,1
13889,21,1,416.90000000000003,416.90000000000003,15,0,0,0.0,1.0,1,1.0,1
13890,36,2,501.11,250.555,25,251,1,251.0,0.5,0,1.6325715786708694,0
13892,175,1,54.519999999999996,54.519999999999996,3,0,1,0.0,0.0,1,1.0,1
13893,226,1,821.1,821.1,21,0,0,0.0,0.0,1,0.0,0
13894,239,1,160.85,160.85,10,0,1,0.0,0.0,1,0.0,0
13895,72,2,937.3000000000001,468.65000000000003,39,21,1,21.0,0.5,0,1.0,1
13898,254,1,155.93,155.93,12,0,0,0.0,0.0,1,0.0,0
13899,203,1,298.5,298.5,15,0,1,0.0,0.0,1,0.0,0
13900,112,3,740.95,246.98333333333335,42,79,0,39.5,0.0,0,0.0,0
13901,1,5,2867.2,573.44,144,246,0,61.25,0.6,0,3.422643837729446,0
13904,223,1,201.12,201.12,17,0,1,0.0,0.0,1,0.0,0
13908,8,4,2369.55,592.3875,104,196,0,65.33333333333333,0.5,0,3.101693548387097,0
13911,73,8,2437.63,304.70375,120,163,1,22.857142857142858,0.25,0,0.8718673875586715,0
13917,120,1,65.38,65.38,5,0,1,0.0,0.0,1,1.0,1
13918,182,1,198.2,198.2,8,0,1,0.0,0.0,1,1.0,1
13919,50,1,213.15,213.15,16,0,1,0.0,1.0,1,1.0,1
13922,280,1,172.25,172.25,7,0,0,0.0,0.0,1,0.0,0
13924,1,1,679.03,679.03,39,0,1,0.0,1.0,1,1.0,1
13925,21,4,678.25,169.5625,28,42,0,14.0,1.0,0,1.0,1
13927,3,1,348.99,348.99,21,0,0,0.0,1.0,1,1.0,1
13928,35,2,225.45000000000002,112.725,13,26,1,26.0,1.0,0,1.0,1
13929,98,2,842.65,421.325,8,157,0,157.0,0.0,0,0.0,0
13930,65,1,210.0,210.0,10,0,1,0.0,1.0,1,1.0,1
13931,24,2,1237.53,618.7650000000001,56,185,0,185.0,0.5,0,2.2720710716268746,0
13932,223,1,307.4,307.4,16,0,0,0.0,0.0,1,0.0,0
13933,38,2,608.7900000000001,304.395,23,39,0,39.0,1.0,0,1.0,1
13934,192,1,922.1,922.1,31,0,0,0.0,0.0,1,0.0,0
13936,108,1,376.58,376.58,26,0,0,0.0,0.0,1,1.0,1
13937,98,1,158.85,158.85,9,0,0,0.0,0.0,1,1.0,1
13939,37,2,390.21,195.10500000000002,32,203,1,203.0,0.5,0,1.1149593495934957,0
13940,45,2,391.06,195.53,25,27,1,27.0,1.0,0,1.0,1
13941,18,4,3859.3,964.8249999999999,23,283,1,94.0,0.25,0,0.4851625325631442,0
13946,8,3,561.5699999999999,187.19000000000003,11,188,0,94.0,0.3333333333333333,0,0.3602573266619014,0
13948,289,1,102.0,102.0,3,0,0,0.0,0.0,1,0.0,0
13949,6,2,909.26,454.63,59,16,1,16.0,1.0,0,1.0,1
13950,2,2,323.65999999999997,161.82999999999998,15,173,1,173.0,0.5,0,1.0,1
13951,105,3,674.45,224.8166666666667,38,118,0,58.5,0.0,0,0.0,0
13952,146,2,3251.071,1625.5355,120,20,0,20.0,0.0,0,1.0,1
13953,44,5,2604.36,520.8720000000001,8,236,1,58.75,0.2,0,0.35436,0
13955,83,2,322.96,161.48,33,151,0,151.0,0.5,0,0.5746465138956606,0
13956,67,3,680.27,226.75666666666666,95,133,1,66.5,0.3333333333333333,0,3.2292014700968923,0
13959,8,3,598.2,199.4,79,283,0,141.0,0.3333333333333333,0,0.7727596017069701,0
13960,0,1,128.1,128.1,4,0,1,0.0,1.0,1,1.0,1
13962,174,1,117.6,117.6,7,0,1,0.0,0.0,1,1.0,1
13963,237,4,664.54,166.135,35,59,0,19.333333333333332,0.0,0,0.0,0
13967,74,1,80.7,80.7,2,0,0,0.0,1.0,1,1.0,1
13969,36,11,3911.35,355.57727272727277,221,257,1,25.3,0.2727272727272727,0,1.6838244390014596,0
13971,35,6,1985.9,330.98333333333335,95,179,1,35.4,0.3333333333333333,0,1.0966055816558289,0
13972,130,1,145.9,145.9,9,0,0,0.0,0.0,1,1.0,1
13973,216,1,264.7,264.7,11,0,0,0.0,0.0,1,0.0,0
13975,57,4,1497.71,374.4275,166,148,1,48.666666666666664,0.5,0,0.7898226177146564,0
13976,135,1,357.98,357.98,10,0,0,0.0,0.0,1,1.0,1
13979,2,1,869.87,869.87,54,0,0,0.0,1.0,1,1.0,1
13982,92,3,1230.1399999999999,410.0466666666666,45,202,1,100.5,0.0,0,0.0,0
13983,17,9,2063.54,229.28222222222223,80,278,1,34.25,0.1111111111111111,0,0.3084665387034856,0
13984,55,4,819.33,204.8325,10,239,1,79.33333333333333,0.25,0,0.35856014047410006,0
13985,0,8,3791.26,473.9075,79,192,1,26.857142857142858,0.625,0,6.681832061068703,0
13988,1,4,3185.31,796.3275,154,181,1,60.0,0.5,0,1.0,1
13989,168,1,896.6700000000001,896.6700000000001,23,0,1,0.0,0.0,1,1.0,1
13990,142,1,311.3,311.3,16,0,0,0.0,0.0,1,1.0,1
13991,4,2,340.29,170.14499999999998,35,68,1,68.0,1.0,0,1.0,1
13993,18,7,2632.31,376.0442857142857,61,241,1,39.666666666666664,0.42857142857142855,0,1.3848088959105547,0
13994,6,3,780.63,260.21,36,70,1,34.5,1.0,0,1.0,1
13995,44,3,871.9,290.6333333333333,39,130,1,65.0,0.6666666666666666,0,1.0,1
13999,24,9,2868.9700000000003,318.7744444444445,90,265,1,32.875,0.4444444444444444,0,2.1438412333934718,0
14000,140,1,635.66,635.66,15,0,0,0.0,0.0,1,1.0,1
14001,161,2,1309.14,654.5699999999999,21,140,1,140.0,0.0,0,0.0,0
14002,63,2,529.73,264.865,47,22,0,22.0,1.0,0,1.0,1
14004,7,6,3769.4900000000002,628.2483333333333,86,210,1,41.6,0.6666666666666666,0,2.5434212573053934,0
14005,4,4,977.68,244.42000000000002,40,140,1,46.333333333333336,0.5,0,1.0,1
14006,44,3,962.19,320.73,22,196,0,98.0,0.3333333333333333,0,0.9857443174352911,0
14009,127,2,695.61,347.805,42,7,0,7.0,0.0,0,1.0,1
14012,206,1,328.8,328.8,11,0,0,0.0,0.0,1,0.0,0
14013,39,3,473.02,157.67333333333332,30,165,0,82.5,0.6666666666666666,0,2.991729957805907,0
14014,6,1,505.18,505.18,39,0,0,0.0,1.0,1,1.0,1
14016,90,4,4341.21,1085.3025,154,195,0,64.66666666666667,0.25,0,0.43767310536458576,0
14019,27,2,800.53,400.265,28,39,1,39.0,1.0,0,1.0,1
14020,17,1,331.14,331.14,18,0,1,0.0,1.0,1,1.0,1
14021,84,3,631.9,210.63333333333333,22,101,0,50.0,0.3333333333333333,0,0.6546003016591252,0
14022,154,1,440.0,440.0,28,0,0,0.0,0.0,1,1.0,1
14023,179,1,273.14,273.14,16,0,1,0.0,0.0,1,1.0,1
14024,50,2,327.7,163.85,16,2,0,2.0,1.0,0,1.0,1
14029,73,1,165.20000000000002,165.20000000000002,6,0,1,0.0,1.0,1,1.0,1
14030,18,7,1816.81,259.5442857142857,164,276,1,45.666666666666664,0.2857142857142857,0,0.3881044595569923,0
14031,3,14,11219.15,801.3678571428571,104,298,1,22.53846153846154,0.14285714285714285,0,0.5304721655815966,0
14032,16,7,2147.57,306.7957142857143,45,279,1,46.0,0.14285714285714285,0,0.32527500914903235,0
14034,86,2,473.90999999999997,236.95499999999998,23,0,1,0.0,1.0,0,1.0,1
14035,36,3,837.26,279.08666666666664,18,190,1,94.5,0.3333333333333333,0,0.19509549230637468,0
14036,213,1,626.65,626.65,38,0,0,0.0,0.0,1,0.0,0
14037,105,2,147.20000000000002,73.6,27,188,0,188.0,0.0,0,0.0,0
14038,7,3,1560.38,520.1266666666667,64,128,0,64.0,0.6666666666666666,0,1.0,1
14040,23,10,2748.31,274.831,122,236,1,25.88888888888889,0.4,0,0.8667468956840435,0
14041,195,1,141.41,141.41,21,0,0,0.0,0.0,1,0.0,0
14044,32,3,542.11,180.70333333333335,144,206,1,103.0,0.6666666666666666,0,2.1202371359502705,0
14045,38,4,1659.75,414.9375,4,264,0,87.66666666666667,0.25,0,0.32594367884961056,0
14046,213,1,154.99,154.99,14,0,0,0.0,0.0,1,0.0,0
14047,2,4,957.46,239.365,17,299,1,99.33333333333333,0.25,0,1.08547701033016,0
14048,234,1,409.93,409.93,83,0,0,0.0,0.0,1,0.0,0
14049,87,3,3285.39,1095.1299999999999,211,159,1,79.0,0.3333333333333333,0,0.2199296395724102,0
14050,35,1,485.98,485.98,37,0,1,0.0,1.0,1,1.0,1
14051,20,16,9271.84,579.49,43,274,1,17.866666666666667,0.25,0,0.7199624949770057,0
14053,53,2,260.25,130.125,2,35,0,35.0,1.0,0,1.0,1
14055,35,1,725.6400000000001,725.6400000000001,10,0,0,0.0,1.0,1,1.0,1
14056,13,18,5640.52,313.3622222222223,274,200,1,11.235294117647058,0.3888888888888889,0,1.5179323906732838,0
14057,18,14,5143.54,367.3957142857143,161,271,1,20.307692307692307,0.42857142857142855,0,1.2696715953948214,0
14059,195,1,183.6,183.6,8,0,0,0.0,0.0,1,0.0,0
14060,8,16,5135.6,320.975,82,293,1,19.066666666666666,0.3125,0,0.8402286310138742,0
14062,0,11,9225.470000000001,838.679090909091,57,292,1,28.8,0.36363636363636365,0,1.301774001337041,0
14064,42,4,1097.6799999999998,274.41999999999996,44,161,1,53.333333333333336,0.25,0,1.380070213340535,0
14066,195,1,152.55,152.55,7,0,0,0.0,0.0,1,0.0,0
14067,25,1,224.67,224.67,25,0,1,0.0,1.0,1,1.0,1
14068,249,1,265.85,265.85,22,0,0,0.0,0.0,1,0.0,0
14071,189,2,356.81,178.405,22,4,1,4.0,0.0,0,0.0,0
14075,190,1,307.92,307.92,18,0,1,0.0,0.0,1,0.0,0
14076,58,1,122.47,122.47,43,0,0,0.0,1.0,1,1.0,1
14077,7,4,366.7,91.675,33,195,1,64.66666666666667,0.25,0,0.48074459909486805,0
14078,30,6,1049.37,174.89499999999998,46,271,0,53.8,0.16666666666666666,0,0.7230402559665676,0
14079,53,1,375.1,375.1,12,0,0,0.0,1.0,1,1.0,1
14081,231,2,934.52,467.26,126,67,0,67.0,0.0,0,0.0,0
14082,293,1,182.25,182.25,28,0,0,0.0,0.0,1,0.0,0
14083,55,7,548.92,78.41714285714286,92,245,1,40.5,0.2857142857142857,0,0.12534525290434123,0
14085,70,12,3248.19,270.6825,228,227,1,20.09090909090909,0.08333333333333333,0,0.11509010720097884,0
14088,57,7,25507.89,3643.9842857142858,232,193,1,31.666666666666668,0.42857142857142855,0,1.3412870398719134,0
14090,253,1,76.32000000000001,76.32000000000001,1,0,0,0.0,0.0,1,0.0,0
14092,28,10,2745.42,274.54200000000003,96,258,1,28.22222222222222,0.2,0,0.576780642766503,0
14096,3,6,9286.7,1547.783333333333,585,27,1,5.0,1.0,0,1.0,1
14099,49,8,2309.92,288.74,143,234,1,33.0,0.25,0,0.7140937793900307,0
14100,66,1,194.9,194.9,24,0,0,0.0,1.0,1,1.0,1
14101,2,6,5976.79,996.1316666666667,15,252,0,50.0,0.3333333333333333,0,0.5922512652225912,0
14104,83,2,216.20999999999998,108.10499999999999,21,11,0,11.0,0.5,0,1.0,1
14105,168,1,1266.23,1266.23,74,0,0,0.0,0.0,1,1.0,1
14107,25,6,2461.94,410.3233333333333,58,268,1,53.2,0.16666666666666666,0,0.531877781275792,0
14108,30,1,291.33,291.33,16,0,1,0.0,1.0,1,1.0,1
14109,1,1,144.2,144.2,9,0,0,0.0,1.0,1,1.0,1
14110,15,7,4165.61,595.0871428571429,86,180,1,29.666666666666668,0.5714285714285714,0,2.30505606794506,0
14111,24,3,295.5,98.5,5,146,1,72.5,0.6666666666666666,0,1.0,1
14112,59,4,1900.82,475.20500000000004,89,145,1,48.0,0.25,0,1.2126397666504622,0
14113,7,2,926.38,463.19000000000005,8,276,1,276.0,0.5,0,1.1369780853517877,0
14114,202,2,386.53,193.265,15,56,0,56.0,0.0,0,0.0,0
14116,21,2,628.87,314.435,29,28,1,28.0,1.0,0,1.0,1
14117,72,1,90.0,90.0,3,0,0,0.0,1.0,1,1.0,1
14124,13,1,419.58000000000004,419.58000000000004,4,0,0,0.0,1.0,1,1.0,1
14125,7,1,1295.43,1295.43,84,0,1,0.0,1.0,1,1.0,1
14127,51,3,709.71,236.57000000000002,39,187,0,93.0,0.3333333333333333,0,0.5693563009972803,0
14128,184,1,305.54,305.54,22,0,1,0.0,0.0,1,0.0,0
14129,24,3,726.23,242.07666666666668,28,165,1,82.5,0.6666666666666666,0,1.0234884368904988,0
14130,248,1,483.86,483.86,66,0,0,0.0,0.0,1,0.0,0
14132,16,6,1900.2,316.7,59,96,1,19.0,0.8333333333333334,0,1.0,1
14133,58,3,605.64,201.88,25,186,0,93.0,0.6666666666666666,0,0.9045283018867926,0
14135,4,11,3514.32,319.4836363636364,82,297,1,29.4,0.18181818181818182,0,0.5921155024256172,0
14141,2,2,489.31,244.65500000000003,20,31,1,31.0,1.0,0,1.0,1
14142,302,1,311.81,311.81,22,0,0,0.0,0.0,1,0.0,0
14143,62,1,115.8,115.8,7,0,0,0.0,1.0,1,1.0,1
14145,85,3,2851.2,950.4,6,60,1,29.5,0.6666666666666666,0,1.0,1
14146,10,4,2965.84,741.46,122,275,1,91.66666666666667,0.5,0,0.8555536760026744,0
14147,7,2,483.4,241.70000000000002,4,207,0,207.0,0.5,0,1.6444201312910285,0
14148,162,1,157.2,157.2,3,0,0,0.0,0.0,1,1.0,1
14149,149,1,446.62,446.62,28,0,0,0.0,0.0,1,1.0,1
14150,288,1,306.18,306.18,12,0,1,0.0,0.0,1,0.0,0
14152,4,2,621.29,310.645,47,158,0,158.0,0.5,0,1.0,1
14154,168,2,1345.62,672.81,52,0,0,0.0,0.0,0,1.0,1
14155,195,1,118.75,118.75,6,0,0,0.0,0.0,1,0.0,0
14156,22,42,98858.34,2353.77,642,278,1,6.390243902439025,0.40476190476190477,0,1.2731635211780643,0
14157,214,1,277.17,277.17,36,0,1,0.0,0.0,1,0.0,0
14159,10,8,3147.67,393.45875,410,280,1,39.714285714285715,0.5,0,2.638240120228803,0
14161,144,3,1110.52,370.17333333333335,87,153,0,76.0,0.0,0,0.0,0
14162,102,2,289.36,144.68,25,118,0,118.0,0.0,0,0.0,0
14163,16,4,2445.91,611.4775,36,151,0,50.0,0.5,0,1.0,1
14164,9,1,1273.77,1273.77,28,0,0,0.0,1.0,1,1.0,1
14165,204,1,122.53999999999999,122.53999999999999,23,0,0,0.0,0.0,1,0.0,0
14167,94,3,402.1,134.03333333333333,23,166,1,82.5,0.0,0,0.0,0
14171,27,1,363.79,363.79,57,0,0,0.0,1.0,1,1.0,1
14173,148,1,114.04,114.04,11,0,1,0.0,0.0,1,1.0,1
14175,100,2,1205.99,602.995,58,158,1,158.0,0.0,0,0.0,0
14176,226,4,576.9000000000001,144.22500000000002,28,70,0,23.0,0.0,0,0.0,0
14177,15,4,559.41,139.8525,37,93,0,31.0,0.75,0,1.0,1
14178,27,3,493.36,164.45333333333335,87,84,1,42.0,0.6666666666666666,0,1.0,1
14180,20,22,4258.92,193.58727272727273,107,281,1,12.952380952380953,0.22727272727272727,0,0.266687511674558,0
14185,260,1,197.65,197.65,3,0,0,0.0,0.0,1,0.0,0
14188,0,5,1717.96,343.592,31,238,1,59.0,0.6,0,2.404673366834171,0
14189,25,11,3267.92,297.08363636363634,125,272,1,26.6,0.2727272727272727,0,0.7514581742239407,0
14191,9,8,2525.29,315.66125,75,139,1,19.571428571428573,0.625,0,1.0,1
14193,198,1,422.53999999999996,422.53999999999996,23,0,1,0.0,0.0,1,0.0,0
14194,4,14,6975.96,498.28285714285715,204,232,1,17.615384615384617,0.35714285714285715,0,1.9037368147801093,0
14195,130,2,1012.0,506.0,7,50,0,50.0,0.0,0,1.0,1
14196,35,1,335.52,335.52,6,0,0,0.0,1.0,1,1.0,1
14198,15,3,528.8,176.26666666666668,27,152,1,76.0,0.6666666666666666,0,1.0,1
14199,147,1,185.39999999999998,185.39999999999998,2,0,0,0.0,0.0,1,1.0,1
14201,9,6,627.14,104.52333333333335,25,278,1,55.4,0.3333333333333333,0,3.212968471148126,0
14205,193,1,222.9,222.9,14,0,1,0.0,0.0,1,0.0,0
14206,168,1,328.15999999999997,328.15999999999997,20,0,0,0.0,0.0,1,1.0,1
14208,23,1,151.74,151.74,10,0,0,0.0,1.0,1,1.0,1
14209,50,5,1876.33,375.26599999999996,54,211,1,52.25,0.4,0,1.0320473619152952,0
14210,34,6,1905.8400000000001,317.64000000000004,66,265,0,52.6,0.16666666666666666,0,0.31327310490183036,0
14211,9,7,1339.09,191.29857142857142,57,214,1,35.333333333333336,0.2857142857142857,0,0.922812298430445,0
14212,18,1,1070.48,1070.48,9,0,0,0.0,1.0,1,1.0,1
14214,85,3,899.16,299.71999999999997,56,121,1,60.5,0.3333333333333333,0,0.12048853049401083,0
14215,6,5,1343.91,268.78200000000004,72,290,1,72.25,0.2,0,0.2663890425220419,0
14217,3,12,1469.67,122.47250000000001,61,292,1,26.0,0.3333333333333333,0,0.9441289181487669,0
14220,176,2,632.4,316.20000000000005,21,110,0,110.0,0.0,0,0.0,0
14221,9,8,3088.89,386.11125,109,258,1,36.57142857142857,0.5,0,4.585588752196838,0
14222,106,1,683.17,683.17,41,0,0,0.0,0.0,1,1.0,1
14223,21,3,991.13,330.37666666666667,50,171,0,85.5,0.6666666666666666,0,2.250672351590685,0
14224,39,4,1050.12,262.53,105,209,0,69.33333333333333,0.5,0,2.2709783053622594,0
14226,139,2,1709.4,854.7,40,58,1,58.0,0.0,0,0.0,0
14227,14,9,3031.9,336.8777777777778,117,198,1,24.625,0.2222222222222222,0,0.8583955477127734,0
14229,220,2,762.13,381.065,23,41,1,41.0,0.0,0,0.0,0
14231,112,3,925.71,308.57,47,104,0,52.0,0.0,0,0.0,0
14232,44,4,1573.33,393.3325,71,149,1,49.0,0.5,0,0.8213739577021839,0
14233,140,3,959.1,319.70000000000005,15,105,1,52.5,0.0,0,0.0,0
14235,4,5,3144.86,628.972,65,185,0,45.75,0.6,0,2.2113229292846137,0
14236,9,2,490.86,245.43,15,291,0,291.0,0.5,0,1.5930269413629161,0
14237,302,1,161.0,161.0,9,0,0,0.0,0.0,1,0.0,0
14238,255,1,146.85,146.85,8,0,0,0.0,0.0,1,0.0,0
14239,0,10,2219.39,221.93900000000002,79,245,1,26.77777777777778,0.4,0,1.1620028159098907,0
14240,154,1,226.85,226.85,10,0,1,0.0,0.0,1,1.0,1
14241,112,1,213.70000000000002,213.70000000000002,10,0,0,0.0,0.0,1,1.0,1
14242,163,2,280.55,140.27499999999998,13,91,0,91.0,0.0,0,0.0,0
14243,24,8,2305.95,288.24375,93,270,1,38.0,0.25,0,0.4648096157220565,0
14245,148,2,1693.45,846.725,107,43,0,43.0,0.0,0,0.0,0
14246,39,3,1474.06,491.3533333333333,57,135,0,67.5,0.6666666666666666,0,1.0,1
14247,207,1,136.76999999999998,136.76999999999998,19,0,0,0.0,0.0,1,0.0,0
14248,247,1,302.58,302.58,8,0,0,0.0,0.0,1,0.0,0
14250,18,1,1228.83,1228.83,74,0,1,0.0,1.0,1,1.0,1
14256,189,2,969.0600000000001,484.53,51,104,0,104.0,0.0,0,0.0,0
14257,52,4,2725.84,681.46,84,195,1,64.66666666666667,0.5,0,2.7336569161802173,0
14258,18,8,11298.380000000001,1412.2975000000001,58,247,1,34.857142857142854,0.25,0,0.7005273088268232,0
14259,70,1,120.0,120.0,5,0,0,0.0,1.0,1,1.0,1
14261,7,1,943.75,943.75,45,0,1,0.0,1.0,1,1.0,1
14262,13,4,1379.3,344.825,56,156,1,51.666666666666664,0.75,0,1.0,1
14264,83,2,333.97,166.985,15,90,0,90.0,0.5,0,1.0,1
14265,38,2,530.18,265.09000000000003,31,39,0,39.0,1.0,0,1.0,1
14267,91,3,1516.24,505.41333333333336,25,97,0,48.5,0.3333333333333333,0,0.8129035343631927,0
14270,260,1,492.65000000000003,492.65000000000003,29,0,0,0.0,0.0,1,0.0,0
14271,154,1,112.32,112.32,10,0,0,0.0,0.0,1,1.0,1
14272,2,2,437.96,218.98000000000002,33,180,0,180.0,0.5,0,1.0,1
14273,65,3,450.05,150.01666666666668,18,106,1,52.5,0.3333333333333333,0,1.0,1
14276,27,3,1119.74,373.24666666666667,52,191,0,95.0,0.3333333333333333,0,1.1703985932004688,0
14277,141,1,1637.43,1637.43,71,0,1,0.0,0.0,1,1.0,1
14280,125,1,134.04,134.04,8,0,0,0.0,0.0,1,1.0,1
14282,10,10,2796.74,279.674,65,286,1,31.333333333333332,0.4,0,0.8647657385664766,0
14284,15,1,252.1,252.1,13,0,1,0.0,1.0,1,1.0,1
14285,4,2,1253.43,626.715,17,100,1,100.0,0.5,0,1.0,1
14286,171,1,2050.08,2050.08,141,0,1,0.0,0.0,1,1.0,1
14287,127,2,83.28,41.64,4,0,1,0.0,0.0,0,1.0,1
14288,142,1,426.6,426.6,16,0,0,0.0,0.0,1,1.0,1
14289,63,5,832.78,166.556,33,154,1,38.0,0.2,0,0.3390640516385304,0
14290,10,2,1071.1000000000001,535.5500000000001,40,280,1,280.0,0.5,0,0.37751427542569055,0
14291,49,7,2355.54,336.5057142857143,96,154,1,25.666666666666668,0.14285714285714285,0,0.33031435301762646,0
14292,17,5,3143.9500000000003,628.7900000000001,60,194,1,48.25,0.6,0,4.360129589632829,0
14293,76,3,739.41,246.47,40,221,1,110.0,0.3333333333333333,0,0.4554741939293729,0
14297,203,1,232.6,232.6,11,0,1,0.0,0.0,1,0.0,0
14298,1,41,44237.46,1078.9624390243903,759,288,1,7.0,0.24390243902439024,0,0.9114968807723137,0
14299,7,6,2843.49,473.91499999999996,87,287,1,57.0,0.3333333333333333,0,0.8158358557799149,0
14301,46,1,640.14,640.14,13,0,0,0.0,1.0,1,1.0,1
14304,151,1,383.45,383.45,17,0,0,0.0,0.0,1,1.0,1
14305,0,3,1858.96,619.6533333333333,96,64,0,31.5,1.0,0,1.0,1
14306,14,1,1702.94,1702.94,26,0,1,0.0,1.0,1,1.0,1
14307,17,6,2995.72,499.2866666666667,150,284,0,56.4,0.5,0,1.023753305629014,0
14309,22,7,1633.7,233.3857142857143,62,264,1,43.5,0.14285714285714285,0,0.55011132072265,0
14311,171,1,310.26,310.26,20,0,0,0.0,0.0,1,1.0,1
14312,20,5,1047.19,209.43800000000002,51,245,1,61.0,0.2,0,0.3242315073566547,0
14314,35,1,120.0,120.0,8,0,0,0.0,1.0,1,1.0,1
14315,58,5,1550.15,310.03,49,137,1,33.75,0.6,0,1.3083521870286576,0
14320,135,2,477.79,238.89499999999998,29,126,0,126.0,0.0,0,0.0,0
14321,2,4,1230.59,307.64750000000004,99,259,1,86.0,0.5,0,1.8470717826326422,0
14323,43,2,605.0600000000001,302.53,32,123,0,123.0,0.5,0,1.0,1
14326,171,1,183.85,183.85,8,0,0,0.0,0.0,1,1.0,1
14327,92,1,311.65,311.65,12,0,0,0.0,0.0,1,1.0,1
14329,37,4,3485.03,871.2574999999999,169,220,1,73.0,0.25,0,0.18787636432066235,0
14331,53,2,462.65999999999997,231.33,27,10,0,10.0,1.0,0,1.0,1
14332,76,1,119.04,119.04,2,0,1,0.0,1.0,1,1.0,1
14334,22,7,2328.71,332.67285714285714,96,264,1,43.5,0.2857142857142857,0,0.6260032720623617,0
14335,25,1,359.25,359.25,40,0,1,0.0,1.0,1,1.0,1
14336,127,3,1114.39,371.46333333333337,53,77,1,38.0,0.0,0,0.0,0
14338,90,2,588.22,294.11,30,35,0,35.0,0.5,0,1.0,1
14339,171,1,309.52,309.52,14,0,0,0.0,0.0,1,1.0,1
14340,147,1,134.7,134.7,6,0,0,0.0,0.0,1,1.0,1
14341,59,6,1139.52,189.92,54,188,1,37.4,0.3333333333333333,0,1.30015195304353,0
14342,66,2,419.74,209.87,11,73,1,73.0,0.5,0,1.0,1
14344,56,8,889.9300000000001,111.24125000000001,56,241,0,34.0,0.25,0,0.41762209521201954,0
14346,49,2,1021.58,510.78999999999996,55,176,0,176.0,0.5,0,2.892623075750648,0
14348,189,1,409.57,409.57,18,0,0,0.0,0.0,1,0.0,0
14350,203,1,282.93,282.93,18,0,0,0.0,0.0,1,0.0,0
14351,93,1,51.0,51.0,1,0,0,0.0,0.0,1,1.0,1
14352,86,4,1078.96,269.74,44,116,0,38.333333333333336,0.5,0,1.0101167315175097,0
14353,144,1,90.6,90.6,6,0,0,0.0,0.0,1,1.0,1
14355,294,1,174.4,174.4,11,0,0,0.0,0.0,1,0.0,0
14356,8,2,701.23,350.615,33,1,0,1.0,1.0,0,1.0,1
14359,16,1,483.39,483.39,28,0,1,0.0,1.0,1,1.0,1
14360,23,1,1134.69,1134.69,71,0,1,0.0,1.0,1,1.0,1
14364,37,8,3717.35,464.66875,61,102,0,14.142857142857142,0.25,0,1.0,1
14367,4,12,6949.9400000000005,579.1616666666667,243,200,1,17.90909090909091,0.3333333333333333,0,1.8849822217143777,0
14368,248,1,155.0,155.0,8,0,0,0.0,0.0,1,0.0,0
14371,224,1,100.5,100.5,4,0,0,0.0,0.0,1,0.0,0
14373,287,1,76.55,76.55,4,0,0,0.0,0.0,1,0.0,0
14375,114,1,257.68,257.68,57,0,0,0.0,0.0,1,1.0,1
14377,120,2,617.05,308.525,11,70,0,70.0,0.0,0,0.0,0
