Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,PurchaseSpanDays,AvgDaysBetweenOrders,PurchaseVelocity,IsOneTimeCustomer,MonetaryTrend,MonetaryTrendUnknown
14,1,1643.2,1643.2,26,0,0.0,1.0,1,1.0,1
91,6,3122.48,520.4133333333333,92,171,33.8,0.16666666666666666,0,0.21604131014744016,0
206,2,149.64,74.82,13,0,0.0,0.0,0,0.0,0
3,6,9286.7,1547.783333333333,585,27,5.0,1.0,0,1.0,1
9,5,2050.85,410.16999999999996,96,285,70.75,0.2,0,0.6421402615380812,0
161,1,139.35,139.35,6,0,0.0,0.0,1,1.0,1
29,1,111.0,111.0,8,0,0.0,1.0,1,1.0,1
259,1,226.37,226.37,14,0,0.0,0.0,1,0.0,0
16,3,989.6700000000001,329.89000000000004,61,189,94.5,0.6666666666666666,0,6.336323202372128,0
49,2,1021.58,510.78999999999996,55,176,176.0,0.5,0,2.892623075750648,0
66,3,675.51,225.17,32,193,96.0,0.3333333333333333,0,0.38336302758493584,0
0,5,834.27,166.85399999999998,45,147,36.5,0.8,0,1.0,1
8,8,1142.13,142.76625,56,252,35.57142857142857,0.5,0,1.7760624169986725,0
4,1,400.68100000000004,400.68100000000004,15,0,0.0,1.0,1,1.0,1
291,1,169.47,169.47,32,0,0.0,0.0,1,0.0,0
1,19,5162.49,271.71,115,297,15.944444444444445,0.3157894736842105,0,1.2858434340052234,0
0,6,2059.4500000000003,343.24166666666673,40,297,59.0,0.5,0,2.0918030325776913,0
21,3,810.22,270.0733333333333,15,95,47.0,0.6666666666666666,0,1.0,1
55,1,233.22,233.22,11,0,0.0,1.0,1,1.0,1
2,5,2446.6,489.32000000000005,88,181,45.0,0.2,0,1.0,1
11,1,1708.24,1708.24,29,0,0.0,1.0,1,1.0,1
144,3,1110.52,370.17333333333335,87,153,76.0,0.0,0,0.0,0
147,5,1561.6100000000001,312.322,80,153,37.75,0.0,0,0.0,0
70,1,252.45,252.45,14,0,0.0,1.0,1,1.0,1
77,1,188.56,188.56,19,0,0.0,1.0,1,1.0,1
177,1,594.0,594.0,2,0,0.0,0.0,1,1.0,1
36,3,623.51,207.83666666666667,28,105,52.5,0.6666666666666666,0,1.0,1
44,1,338.95,338.95,24,0,0.0,1.0,1,1.0,1
45,3,441.65,147.21666666666667,12,53,26.0,0.6666666666666666,0,1.0,1
78,5,4952.1900000000005,990.4380000000001,161,216,54.0,0.2,0,0.3333357063023685,0
174,1,484.95,484.95,28,0,0.0,0.0,1,1.0,1
2,2,1398.6100000000001,699.3050000000001,81,31,31.0,1.0,0,1.0,1
1,5,1544.13,308.826,28,266,66.0,0.4,0,0.936670156372036,0
17,6,2995.72,499.2866666666667,150,284,56.4,0.5,0,1.023753305629014,0
129,1,318.55,318.55,19,0,0.0,0.0,1,1.0,1
9,2,226.35,113.175,45,176,176.0,0.5,0,0.27700987306064884,0
10,22,8799.21,399.9640909090909,165,289,13.285714285714286,0.4090909090909091,0,0.8069579011304598,0
69,3,207.73999999999998,69.24666666666666,10,20,9.5,1.0,0,1.0,1
168,1,139.05,139.05,9,0,0.0,0.0,1,1.0,1
16,7,2005.63,286.5185714285714,34,286,47.0,0.42857142857142855,0,0.9190638198029093,0
199,1,126.7,126.7,5,0,0.0,0.0,1,0.0,0
228,2,289.78,144.89,37,14,14.0,0.0,0,0.0,0
56,2,621.23,310.615,32,244,244.0,0.5,0,1.0151485662384845,0
4,77,45649.16,592.8462337662338,557,294,3.539473684210526,0.2597402597402597,0,0.7590509878203797,0
241,1,219.52,219.52,19,0,0.0,0.0,1,0.0,0
17,6,1927.19,321.1983333333333,87,251,49.6,0.3333333333333333,0,0.955503130656696,0
4,3,956.75,318.9166666666667,64,167,83.0,0.3333333333333333,0,1.0,1
49,1,304.3,304.3,16,0,0.0,1.0,1,1.0,1
49,2,549.47,274.735,26,52,52.0,0.5,0,1.0,1
134,2,251.01999999999998,125.50999999999999,23,6,6.0,0.0,0,1.0,1
63,3,1304.81,434.93666666666667,19,164,82.0,0.6666666666666666,0,1.9245337995337992,0
3,5,1759.5,351.9,1,221,55.0,0.4,0,1.4285714285714286,0
21,7,1083.83,154.83285714285714,110,160,26.333333333333332,0.42857142857142855,0,1.0,1
44,3,871.9,290.6333333333333,39,130,65.0,0.6666666666666666,0,1.0,1
114,1,247.44,247.44,18,0,0.0,0.0,1,1.0,1
178,1,535.34,535.34,37,0,0.0,0.0,1,1.0,1
86,2,416.08000000000004,208.04000000000002,17,137,137.0,0.5,0,0.49615246314275435,0
15,12,11607.02,967.2516666666667,48,287,25.636363636363637,0.25,0,0.11420714795864341,0
195,1,752.4300000000001,752.4300000000001,13,0,0.0,0.0,1,0.0,0
105,1,455.3,455.3,31,0,0.0,0.0,1,1.0,1
72,8,2660.0,332.5,107,223,31.571428571428573,0.125,0,0.36379790321625305,0
20,3,380.05,126.68333333333334,34,0,0.0,1.0,0,1.0,1
24,10,1120.67,112.06700000000001,192,241,26.444444444444443,0.3,0,0.8747719408619062,0
9,2,474.93,237.465,78,7,7.0,1.0,0,1.0,1
1,2,883.01,441.505,65,77,77.0,1.0,0,1.0,1
67,4,1828.73,457.1825,129,181,60.0,0.25,0,0.3615104661151046,0
87,4,9000.960000000001,2250.2400000000002,15,213,70.33333333333333,0.25,0,0.8541018658514982,0
7,5,1050.54,210.108,142,161,40.0,0.4,0,1.0,1
171,1,185.65,185.65,8,0,0.0,0.0,1,1.0,1
163,1,383.95,383.95,22,0,0.0,0.0,1,1.0,1
296,1,118.32,118.32,23,0,0.0,0.0,1,0.0,0
36,3,1314.45,438.15000000000003,29,118,58.5,0.6666666666666666,0,1.0,1
76,3,1136.14,378.71333333333337,42,211,105.0,0.3333333333333333,0,0.907631136259367,0
25,5,2727.83,545.566,112,44,10.5,1.0,0,1.0,1
133,1,448.83,448.83,29,0,0.0,0.0,1,1.0,1
209,2,218.06,109.03,29,0,0.0,0.0,0,0.0,0
234,1,409.93,409.93,83,0,0.0,0.0,1,0.0,0
248,1,155.0,155.0,8,0,0.0,0.0,1,0.0,0
302,1,390.79,390.79,59,0,0.0,0.0,1,0.0,0
21,2,877.4399999999999,438.71999999999997,4,23,23.0,1.0,0,1.0,1
135,2,451.81,225.90499999999997,87,160,160.0,0.0,0,0.0,0
56,2,730.86,365.43,34,181,181.0,0.5,0,1.1878760664571173,0
15,11,1949.19,177.19909090909093,93,277,27.6,0.2727272727272727,0,0.7160055996266915,0
37,4,3485.03,871.2574999999999,169,220,73.0,0.25,0,0.18787636432066235,0
52,4,2725.84,681.46,84,195,64.66666666666667,0.5,0,2.7336569161802173,0
266,1,211.8,211.8,5,0,0.0,0.0,1,0.0,0
16,4,2148.08,537.02,73,124,41.0,0.75,0,1.0,1
288,1,201.20000000000002,201.20000000000002,10,0,0.0,0.0,1,0.0,0
15,7,4165.61,595.0871428571429,86,180,29.666666666666668,0.5714285714285714,0,2.30505606794506,0
302,1,115.65,115.65,5,0,0.0,0.0,1,0.0,0
132,1,600.07,600.07,56,0,0.0,0.0,1,1.0,1
18,4,3859.3,964.8249999999999,23,283,94.0,0.25,0,0.4851625325631442,0
185,1,135.09,135.09,28,0,0.0,0.0,1,0.0,0
78,2,159.85,79.925,8,20,20.0,0.5,0,1.0,1
165,4,932.85,233.21250000000003,45,115,38.0,0.0,0,0.0,0
182,1,31.770000000000003,31.770000000000003,3,0,0.0,0.0,1,1.0,1
301,1,353.19,353.19,56,0,0.0,0.0,1,0.0,0
247,1,302.58,302.58,8,0,0.0,0.0,1,0.0,0
1,1,379.14,379.14,18,0,0.0,1.0,1,1.0,1
51,5,800.27,160.054,111,209,51.75,0.2,0,0.5502848163425655,0
163,2,480.94,240.47,35,84,84.0,0.0,0,0.0,0
8,1,311.69,311.69,20,0,0.0,1.0,1,1.0,1
28,14,4921.51,351.5364285714286,221,263,19.692307692307693,0.14285714285714285,0,0.38080425739234725,0
184,1,305.54,305.54,22,0,0.0,0.0,1,0.0,0
3,1,225.76,225.76,15,0,0.0,1.0,1,1.0,1
14,2,152.06,76.03,27,121,121.0,0.5,0,1.0,1
7,3,1126.85,375.6166666666666,57,240,120.0,0.3333333333333333,0,1.1326364046816935,0
72,4,2726.77,681.6925,67,82,27.0,0.25,0,1.0,1
73,5,14211.970000000001,2842.3940000000002,163,173,43.0,0.2,0,1.923616827482745,0
16,1,266.97,266.97,14,0,0.0,1.0,1,1.0,1
10,4,1993.8700000000001,498.4675,64,116,38.666666666666664,0.5,0,1.0,1
181,1,201.53,201.53,45,0,0.0,0.0,1,1.0,1
60,3,683.9,227.96666666666667,68,234,117.0,0.3333333333333333,0,1.1106473429951689,0
6,3,780.63,260.21,36,70,34.5,1.0,0,1.0,1
174,1,487.51,487.51,27,0,0.0,0.0,1,1.0,1
73,4,1592.66,398.165,95,228,75.66666666666667,0.25,0,2.4880643719266877,0
161,2,698.55,349.275,36,127,127.0,0.0,0,0.0,0
43,12,3877.5200000000004,323.1266666666667,23,82,7.181818181818182,0.4166666666666667,0,1.0,1
24,4,936.55,234.1375,54,208,69.33333333333333,0.5,0,1.9295484354506274,0
76,1,187.92000000000002,187.92000000000002,28,0,0.0,1.0,1,1.0,1
225,1,76.32000000000001,76.32000000000001,1,0,0.0,0.0,1,0.0,0
13,1,419.58000000000004,419.58000000000004,4,0,0.0,1.0,1,1.0,1
6,2,909.26,454.63,59,16,16.0,1.0,0,1.0,1
119,2,112.19999999999999,56.099999999999994,4,0,0.0,0.0,0,1.0,1
266,1,236.02,236.02,37,0,0.0,0.0,1,0.0,0
32,4,801.49,200.3725,68,135,44.666666666666664,0.25,0,1.0,1
77,3,1571.49,523.83,72,133,66.5,0.6666666666666666,0,1.0149374294799465,0
1,40,180159.41,4503.98525,88,294,7.333333333333333,0.5,0,1.624532210114929,0
14,1,788.38,788.38,16,0,0.0,1.0,1,1.0,1
283,1,286.95,286.95,14,0,0.0,0.0,1,0.0,0
39,2,261.79,130.895,42,172,172.0,0.5,0,0.7356626665782671,0
0,2,772.2,386.1,22,116,116.0,0.5,0,1.0,1
241,1,131.7,131.7,15,0,0.0,0.0,1,0.0,0
18,2,401.13,200.565,22,37,37.0,1.0,0,1.0,1
108,1,58.08,58.08,6,0,0.0,0.0,1,1.0,1
101,3,566.6,188.86666666666667,100,200,100.0,0.0,0,0.0,0
4,2,621.29,310.645,47,158,158.0,0.5,0,1.0,1
78,1,311.92,311.92,11,0,0.0,1.0,1,1.0,1
8,5,2122.23,424.446,220,170,42.25,0.4,0,1.0,1
66,4,591.55,147.88750000000002,53,185,61.0,0.25,0,0.292109754496521,0
87,3,3285.39,1095.1299999999999,211,159,79.0,0.3333333333333333,0,0.2199296395724102,0
223,1,311.55,311.55,17,0,0.0,0.0,1,0.0,0
3,1,348.99,348.99,21,0,0.0,1.0,1,1.0,1
226,1,3.75,3.75,1,0,0.0,0.0,1,0.0,0
17,1,309.05,309.05,7,0,0.0,1.0,1,1.0,1
57,4,963.88,240.97000000000003,44,71,23.333333333333332,0.25,0,1.0,1
11,4,847.4599999999999,211.86499999999998,81,285,95.0,0.75,0,5.774260591526779,0
221,1,535.32,535.32,75,0,0.0,0.0,1,0.0,0
191,8,2615.68,326.96,25,97,13.571428571428571,0.0,0,0.0,0
6,1,34.8,34.8,3,0,0.0,1.0,1,1.0,1
126,2,588.85,294.425,24,90,90.0,0.0,0,0.0,0
8,4,1240.11,310.02750000000003,54,104,34.333333333333336,0.5,0,1.0,1
56,8,2682.01,335.25125,84,246,35.0,0.125,0,0.5425968771577049,0
155,1,524.52,524.52,60,0,0.0,0.0,1,1.0,1
58,1,500.24,500.24,6,0,0.0,1.0,1,1.0,1
190,1,396.87,396.87,24,0,0.0,0.0,1,0.0,0
3,1,487.74,487.74,28,0,0.0,1.0,1,1.0,1
13,1,410.48,410.48,23,0,0.0,1.0,1,1.0,1
190,1,329.56,329.56,21,0,0.0,0.0,1,0.0,0
32,1,178.7,178.7,9,0,0.0,1.0,1,1.0,1
218,1,94.0,94.0,6,0,0.0,0.0,1,0.0,0
227,1,187.50000000000003,187.50000000000003,8,0,0.0,0.0,1,0.0,0
4,3,1080.76,360.25333333333333,67,108,54.0,0.6666666666666666,0,1.0,1
4,2,602.51,301.255,37,282,282.0,0.5,0,4.708830775061589,0
17,3,1063.48,354.49333333333334,46,179,89.0,0.3333333333333333,0,0.8544555519724819,0
0,4,1612.93,403.2325,20,288,95.66666666666667,0.25,0,0.7942688876192149,0
212,1,204.5,204.5,16,0,0.0,0.0,1,0.0,0
62,1,241.62,241.62,18,0,0.0,1.0,1,1.0,1
9,2,233.47,116.73500000000001,10,110,110.0,0.5,0,1.0,1
2,5,1839.24,367.84799999999996,438,68,17.0,1.0,0,1.0,1
8,3,619.65,206.54999999999998,86,241,120.5,0.3333333333333333,0,1.6245381858285088,0
136,2,1303.9099999999999,651.9549999999999,40,31,31.0,0.0,0,1.0,1
6,6,5878.81,979.8016666666666,162,203,40.4,0.3333333333333333,0,0.706035342907538,0
10,4,2965.84,741.46,122,275,91.66666666666667,0.5,0,0.8555536760026744,0
9,3,908.46,302.82,24,210,104.5,0.3333333333333333,0,0.8015692229815239,0
183,2,383.34,191.67000000000002,17,0,0.0,0.0,0,1.0,1
181,1,505.2,505.2,6,0,0.0,0.0,1,1.0,1
14,2,993.18,496.59,42,169,169.0,0.5,0,1.0,1
45,2,688.86,344.42999999999995,32,177,177.0,0.5,0,1.0159789288849872,0
9,6,627.14,104.52333333333335,25,278,55.4,0.3333333333333333,0,3.212968471148126,0
261,1,344.14,344.14,29,0,0.0,0.0,1,0.0,0
203,1,333.08,333.08,23,0,0.0,0.0,1,0.0,0
85,2,478.6,239.3,28,125,125.0,0.5,0,1.1495620929710308,0
219,1,53.5,53.5,9,0,0.0,0.0,1,0.0,0
175,3,1058.6200000000001,352.8733333333333,107,56,28.0,0.0,0,0.0,0
50,2,769.7,384.85,49,135,135.0,0.5,0,0.6954491387285783,0
2,3,136.0,45.333333333333336,1,210,104.5,0.3333333333333333,0,2.0,0
10,3,1179.89,393.2966666666667,51,158,78.5,0.3333333333333333,0,1.0,1
4,9,5002.31,555.8122222222223,164,192,23.75,0.6666666666666666,0,3.5695158236407893,0
2,2,323.65999999999997,161.82999999999998,15,173,173.0,0.5,0,1.0,1
177,2,666.78,333.39,48,113,113.0,0.0,0,0.0,0
13,16,5068.13,316.758125,201,288,18.866666666666667,0.3125,0,0.816531824109596,0
14,3,897.76,299.25333333333333,50,173,86.5,0.3333333333333333,0,1.602195871761089,0
255,1,146.85,146.85,8,0,0.0,0.0,1,0.0,0
7,4,1272.21,318.0525,118,251,83.33333333333333,0.25,0,0.6768465909090908,0
140,2,2683.82,1341.9099999999999,73,107,107.0,0.0,0,0.0,0
84,2,187.29,93.64500000000001,31,0,0.0,1.0,0,1.0,1
84,1,611.22,611.22,29,0,0.0,1.0,1,1.0,1
41,4,1440.77,360.1925,48,126,41.666666666666664,0.5,0,1.0,1
154,1,440.0,440.0,28,0,0.0,0.0,1,1.0,1
50,1,1127.38,1127.38,87,0,0.0,1.0,1,1.0,1
1,21,5678.17,270.38904761904763,261,223,10.8,0.42857142857142855,0,1.8719757961130197,0
286,1,190.65,190.65,27,0,0.0,0.0,1,0.0,0
23,4,854.95,213.7375,22,215,71.33333333333333,0.5,0,2.2757557063541025,0
0,7,3704.87,529.2671428571429,36,299,49.333333333333336,0.14285714285714285,0,0.1287497549179792,0
141,1,931.4999999999999,931.4999999999999,1,0,0.0,0.0,1,1.0,1
114,1,198.57,198.57,13,0,0.0,0.0,1,1.0,1
101,1,244.69,244.69,32,0,0.0,0.0,1,1.0,1
263,2,545.48,272.74,21,36,36.0,0.0,0,0.0,0
58,1,477.91,477.91,31,0,0.0,1.0,1,1.0,1
62,2,218.75,109.375,13,42,42.0,0.5,0,1.0,1
18,3,578.05,192.6833333333333,49,83,41.0,0.6666666666666666,0,1.0,1
164,3,44534.3,14844.766666666668,5,97,48.5,0.0,0,0.0,0
88,1,99.14,99.14,12,0,0.0,1.0,1,1.0,1
2,7,2225.9700000000003,317.9957142857143,81,293,48.5,0.2857142857142857,0,0.48284816753926707,0
17,8,8387.06,1048.3825,273,200,28.285714285714285,0.25,0,0.8339774913083474,0
67,3,680.27,226.75666666666666,95,133,66.5,0.3333333333333333,0,3.2292014700968923,0
147,3,253.04,84.34666666666668,5,139,69.5,0.0,0,0.0,0
116,1,110.55000000000001,110.55000000000001,7,0,0.0,0.0,1,1.0,1
63,1,244.8,244.8,1,0,0.0,1.0,1,1.0,1
25,2,686.22,343.11,96,142,142.0,0.5,0,1.0,1
140,3,676.49,225.49666666666667,22,106,53.0,0.0,0,0.0,0
94,1,163.29999999999998,163.29999999999998,12,0,0.0,0.0,1,1.0,1
4,1,587.46,587.46,26,0,0.0,1.0,1,1.0,1
258,1,225.89999999999998,225.89999999999998,10,0,0.0,0.0,1,0.0,0
24,8,2499.86,312.4825,170,181,25.428571428571427,0.375,0,1.2492864861869264,0
135,2,477.79,238.89499999999998,29,126,126.0,0.0,0,0.0,0
4,6,1799.78,299.9633333333333,50,209,41.4,0.3333333333333333,0,2.4745604064986293,0
76,1,358.56000000000006,358.56000000000006,1,0,0.0,1.0,1,1.0,1
77,2,2209.85,1104.925,37,147,147.0,0.5,0,1.836413810807342,0
0,14,5343.38,381.67,41,301,22.692307692307693,0.35714285714285715,0,0.9239817972715735,0
32,3,565.54,188.51333333333332,29,160,79.5,0.3333333333333333,0,0.6579476861167002,0
20,2,307.48,153.74,12,186,186.0,0.5,0,1.1610908068597134,0
210,1,166.04,166.04,4,0,0.0,0.0,1,0.0,0
265,2,816.0,408.0,1,31,31.0,0.0,0,0.0,0
147,1,134.7,134.7,6,0,0.0,0.0,1,1.0,1
15,8,3327.61,415.95125,154,195,27.714285714285715,0.375,0,1.2597395833333334,0
23,2,243.36,121.68,9,270,270.0,0.5,0,3.056,0
102,2,289.36,144.68,25,118,118.0,0.0,0,0.0,0
24,2,713.3,356.65,25,202,202.0,0.5,0,1.7906885758998432,0
123,1,247.14000000000001,247.14000000000001,40,0,0.0,0.0,1,1.0,1
63,2,754.0,377.0,42,37,37.0,0.5,0,1.0,1
232,1,84.3,84.3,5,0,0.0,0.0,1,0.0,0
59,1,498.48,498.48,13,0,0.0,1.0,1,1.0,1
190,2,389.44,194.72,22,112,112.0,0.0,0,0.0,0
202,1,121.17000000000002,121.17000000000002,3,0,0.0,0.0,1,0.0,0
170,1,246.04,246.04,15,0,0.0,0.0,1,1.0,1
113,8,1473.53,184.19125,166,147,20.571428571428573,0.0,0,0.0,0
16,4,2510.76,627.69,318,275,91.0,0.25,0,0.22370975524907138,0
108,1,189.47,189.47,13,0,0.0,0.0,1,1.0,1
42,3,1375.05,458.34999999999997,69,213,106.0,0.3333333333333333,0,0.9110571386696259,0
176,1,305.78,305.78,20,0,0.0,0.0,1,1.0,1
198,1,221.19,221.19,41,0,0.0,0.0,1,0.0,0
105,3,674.45,224.8166666666667,38,118,58.5,0.0,0,0.0,0
294,1,372.09,372.09,71,0,0.0,0.0,1,0.0,0
2,11,5232.2300000000005,475.65727272727275,57,158,15.4,0.2727272727272727,0,1.0,1
20,5,6414.32,1282.864,13,80,19.5,0.8,0,1.0,1
43,4,1287.37,321.8425,46,198,66.0,0.5,0,0.6683124692221962,0
298,1,623.75,623.75,41,0,0.0,0.0,1,0.0,0
179,4,1288.96,322.24,50,107,35.666666666666664,0.0,0,0.0,0
161,3,1072.43,357.4766666666667,20,136,67.5,0.0,0,0.0,0
114,1,25.5,25.5,2,0,0.0,0.0,1,1.0,1
55,2,376.55,188.275,13,191,191.0,0.5,0,1.219569702328323,0
10,1,764.59,764.59,42,0,0.0,1.0,1,1.0,1
41,1,303.56,303.56,22,0,0.0,1.0,1,1.0,1
146,2,336.13,168.065,27,41,41.0,0.0,0,0.0,0
4,2,242.19,121.095,15,97,97.0,0.5,0,1.0,1
15,3,336.25,112.08333333333333,21,280,139.5,0.3333333333333333,0,0.7935222672064777,0
14,2,300.03000000000003,150.015,12,227,227.0,0.5,0,0.8316849816849816,0
127,1,611.85,611.85,23,0,0.0,0.0,1,1.0,1
232,1,314.1,314.1,11,0,0.0,0.0,1,0.0,0
6,1,760.2,760.2,45,0,0.0,1.0,1,1.0,1
101,7,1958.28,279.75428571428574,188,143,23.333333333333332,0.0,0,0.0,0
111,3,270.79,90.26333333333332,61,84,42.0,0.0,0,0.0,0
55,1,205.1,205.1,10,0,0.0,1.0,1,1.0,1
34,3,842.23,280.74333333333334,47,156,78.0,0.3333333333333333,0,1.1229881760525227,0
1,45,30421.5,676.0333333333333,97,299,6.318181818181818,0.2,0,0.4183618206489395,0
112,1,161.38,161.38,30,0,0.0,0.0,1,1.0,1
17,5,3143.9500000000003,628.7900000000001,60,194,48.25,0.6,0,4.360129589632829,0
169,1,623.5,623.5,28,0,0.0,0.0,1,1.0,1
17,8,4080.44,510.05499999999995,51,270,38.285714285714285,0.25,0,0.5541508518592505,0
0,3,826.44,275.48,42,196,97.5,0.3333333333333333,0,1.8314400036793452,0
36,4,763.64,190.91,3,137,45.333333333333336,0.5,0,1.0,1
14,4,997.63,249.4075,50,65,21.0,1.0,0,1.0,1
134,1,389.01,389.01,16,0,0.0,0.0,1,1.0,1
78,4,953.64,238.41000000000003,108,128,42.0,0.25,0,0.8475072609874943,0
3,2,245.94,122.97,16,199,199.0,0.5,0,1.6394075981970377,0
146,1,93.75,93.75,5,0,0.0,0.0,1,1.0,1
74,1,783.9,783.9,70,0,0.0,1.0,1,1.0,1
83,2,701.1800000000001,350.59000000000003,12,214,214.0,0.5,0,0.6732210184699089,0
67,3,4599.42,1533.14,55,172,86.0,0.3333333333333333,0,1.5141790583042878,0
3,2,929.74,464.87,77,34,34.0,1.0,0,1.0,1
249,1,163.0,163.0,39,0,0.0,0.0,1,0.0,0
297,1,123.24,123.24,8,0,0.0,0.0,1,0.0,0
127,5,1313.98,262.796,56,160,39.75,0.0,0,0.0,0
28,5,2158.37,431.674,80,273,68.0,0.4,0,0.4704208040883656,0
3,2,592.84,296.42,34,143,143.0,0.5,0,1.0,1
6,4,1259.56,314.89,13,209,69.33333333333333,0.5,0,1.3007337526205451,0
148,2,610.59,305.295,36,27,27.0,0.0,0,1.0,1
15,1,298.96,298.96,27,0,0.0,1.0,1,1.0,1
6,3,1602.1,534.0333333333333,209,171,85.0,0.3333333333333333,0,1.0,1
178,1,304.25,304.25,17,0,0.0,0.0,1,1.0,1
72,3,2144.95,714.9833333333332,97,192,96.0,0.3333333333333333,0,0.3513453917732964,0
109,1,110.17999999999999,110.17999999999999,16,0,0.0,0.0,1,1.0,1
38,6,1629.1,271.51666666666665,203,220,43.4,0.5,0,0.6134435849559882,0
168,1,896.6700000000001,896.6700000000001,23,0,0.0,0.0,1,1.0,1
45,2,1000.16,500.08000000000004,59,25,25.0,1.0,0,1.0,1
60,3,2375.41,791.8033333333333,75,151,75.5,0.6666666666666666,0,0.623135424709765,0
147,1,67.95,67.95,5,0,0.0,0.0,1,1.0,1
86,9,1911.74,212.41555555555558,77,88,10.625,0.1111111111111111,0,1.0,1
73,4,1138.2,284.55,53,195,64.66666666666667,0.25,0,0.41375498391484183,0
21,1,121.74000000000001,121.74000000000001,27,0,0.0,1.0,1,1.0,1
294,1,174.4,174.4,11,0,0.0,0.0,1,0.0,0
37,4,1361.33,340.3325,74,148,49.0,0.5,0,0.5747053872053873,0
15,3,1004.5600000000001,334.8533333333334,19,279,139.0,0.6666666666666666,0,3.3657540199913076,0
239,2,561.71,280.855,21,8,8.0,0.0,0,0.0,0
172,1,476.49,476.49,26,0,0.0,0.0,1,1.0,1
0,3,1004.5,334.8333333333333,47,48,24.0,1.0,0,1.0,1
7,3,1347.22,449.0733333333333,69,280,140.0,0.6666666666666666,0,2.1416911524649036,0
35,1,485.98,485.98,37,0,0.0,1.0,1,1.0,1
193,1,138.68,138.68,10,0,0.0,0.0,1,0.0,0
235,2,457.91,228.955,53,51,51.0,0.0,0,0.0,0
147,1,400.3,400.3,25,0,0.0,0.0,1,1.0,1
139,2,1106.4,553.2,37,91,91.0,0.0,0,0.0,0
51,1,326.4,326.4,20,0,0.0,1.0,1,1.0,1
23,3,234.6,78.2,9,92,46.0,0.6666666666666666,0,1.0,1
23,7,2326.7799999999997,332.3971428571428,113,160,26.333333333333332,0.42857142857142855,0,1.0,1
185,2,638.24,319.12,33,112,112.0,0.0,0,0.0,0
165,4,656.48,164.12,82,135,44.333333333333336,0.0,0,0.0,0
4,2,422.59999999999997,211.3,12,6,6.0,1.0,0,1.0,1
113,4,518.67,129.6675,18,188,62.333333333333336,0.0,0,0.0,0
302,1,255.0,255.0,31,0,0.0,0.0,1,0.0,0
81,3,364.84,121.61333333333334,118,96,48.0,0.3333333333333333,0,1.0,1
172,1,110.97,110.97,12,0,0.0,0.0,1,1.0,1
164,1,151.85,151.85,5,0,0.0,0.0,1,1.0,1
2,2,303.42,151.71,19,172,172.0,0.5,0,1.0,1
171,1,2050.08,2050.08,141,0,0.0,0.0,1,1.0,1
28,10,7678.42,767.842,201,260,28.444444444444443,0.2,0,0.26794731012127115,0
69,1,149.48,149.48,13,0,0.0,1.0,1,1.0,1
17,2,345.4,172.7,17,208,208.0,0.5,0,0.9680911680911681,0
25,1,582.9,582.9,29,0,0.0,1.0,1,1.0,1
0,6,1778.41,296.4016666666667,101,301,59.8,0.3333333333333333,0,1.0319082022949428,0
129,1,188.16,188.16,26,0,0.0,0.0,1,1.0,1
23,10,2748.31,274.831,122,236,25.88888888888889,0.4,0,0.8667468956840435,0
60,2,733.91,366.955,27,37,37.0,0.5,0,1.0,1
1,6,1385.98,230.99666666666667,80,293,58.4,0.16666666666666666,0,0.40747441399801915,0
108,9,1653.42,183.71333333333334,127,192,23.375,0.0,0,0.0,0
294,1,363.53,363.53,17,0,0.0,0.0,1,0.0,0
139,4,1441.29,360.3225,44,111,37.0,0.0,0,0.0,0
116,2,52.0,26.0,1,13,13.0,0.0,0,1.0,1
14,9,3031.9,336.8777777777778,117,198,24.625,0.2222222222222222,0,0.8583955477127734,0
181,1,257.23,257.23,19,0,0.0,0.0,1,1.0,1
7,1,394.72,394.72,11,0,0.0,1.0,1,1.0,1
38,4,1535.34,383.835,58,209,69.33333333333333,0.5,0,1.5501934527257142,0
170,1,101.8,101.8,5,0,0.0,0.0,1,1.0,1
72,6,1603.99,267.33166666666665,83,229,45.6,0.16666666666666666,0,0.3703153376258874,0
161,2,1309.14,654.5699999999999,21,140,140.0,0.0,0,0.0,0
252,1,114.68,114.68,4,0,0.0,0.0,1,0.0,0
16,6,1900.2,316.7,59,96,19.0,0.8333333333333334,0,1.0,1
17,3,842.33,280.7766666666667,37,239,119.0,0.6666666666666666,0,3.1432857845548456,0
36,2,501.11,250.555,25,251,251.0,0.5,0,1.6325715786708694,0
195,1,197.72,197.72,14,0,0.0,0.0,1,0.0,0
69,4,2293.62,573.405,79,75,24.666666666666668,0.5,0,1.0,1
14,5,864.12,172.824,67,273,67.75,0.2,0,0.552747737806224,0
30,6,1049.37,174.89499999999998,46,271,53.8,0.16666666666666666,0,0.7230402559665676,0
127,2,296.75,148.375,78,159,159.0,0.0,0,0.0,0
1,4,1241.86,310.465,54,217,72.0,0.25,0,0.9883166351909349,0
262,1,311.71,311.71,29,0,0.0,0.0,1,0.0,0
1,132,95320.56,722.1254545454545,1463,301,1.916030534351145,0.4166666666666667,0,1.9169121750212614,0
65,5,712.24,142.448,59,126,31.5,0.2,0,2.47964509394572,0
13,7,3725.27,532.1814285714286,96,276,45.666666666666664,0.2857142857142857,0,1.772523988203204,0
27,1,317.0,317.0,20,0,0.0,1.0,1,1.0,1
14,1,1702.94,1702.94,26,0,0.0,1.0,1,1.0,1
